student_id,department,math_score,physics_score,chemistry_score,biology_score,programming_interest,electronics_interest,mechanical_interest,medical_interest,creativity_score,communication_score,science_avg,stem_score,bio_chem_score,tech_interest,engineering_interest,medical_affinity,math_bio_gap,tech_medical_gap,science_comm_gap,soft_skills,is_tech,is_medical,is_business,is_engineering
350,Nursing,67,60,78,89,2,3,0,8,6,10,75.66666666666667,63.5,83.5,2.5,1.5,45.75,-22,-5.5,65.66666666666667,8.0,0,1,0,0
351,Pharmacy,64,75,95,91,1,1,0,10,5,7,87.0,69.5,93.0,1.0,0.5,51.5,-27,-9.0,80.0,6.0,0,1,0,0
352,Nursing,59,62,76,91,1,1,0,8,6,9,76.33333333333333,60.5,83.5,1.0,0.5,45.75,-32,-7.0,67.33333333333333,7.5,0,1,0,0
353,Nursing,60,57,68,91,2,2,1,9,10,9,72.0,58.5,79.5,2.0,1.5,44.25,-31,-7.0,63.0,9.5,0,1,1,0
354,BCom,73,54,64,56,2,5,1,3,11,9,58.0,63.5,60.0,3.5,3.0,31.5,17,0.5,49.0,10.0,0,0,1,0
355,Mechanical,83,88,67,57,6,5,10,4,8,2,70.66666666666667,85.5,62.0,5.5,7.5,33.0,26,1.5,68.66666666666667,5.0,0,0,0,1
356,BBA,71,53,61,53,5,0,0,5,7,8,55.666666666666664,62.0,57.0,2.5,0.0,31.0,18,-2.5,47.666666666666664,7.5,0,0,1,0
357,BBA,68,61,62,54,6,5,6,2,8,9,59.0,64.5,58.0,5.5,5.5,30.0,14,3.5,50.0,8.5,0,0,1,0
358,Pharmacy,64,76,97,92,1,9,1,6,6,11,88.33333333333333,70.0,94.5,5.0,5.0,50.25,-28,-1.0,77.33333333333333,8.5,0,0,0,0
359,Mechanical,85,87,70,53,3,2,10,3,4,8,70.0,86.0,61.5,2.5,6.0,32.25,32,-0.5,62.0,6.0,0,0,0,1
360,BBA,71,61,62,55,5,4,4,2,7,10,59.333333333333336,66.0,58.5,4.5,4.0,30.25,16,2.5,49.333333333333336,8.5,0,0,1,0
361,Nursing,57,64,77,89,2,1,0,9,6,8,76.66666666666667,60.5,83.0,1.5,0.5,46.0,-32,-7.5,68.66666666666667,7.0,0,1,0,0
362,BA English,55,53,55,62,3,3,0,3,8,8,56.666666666666664,54.0,58.5,3.0,1.5,30.75,-7,0.0,48.666666666666664,8.0,0,0,1,0
363,MBBS,74,82,92,96,1,7,2,10,5,9,90.0,78.0,94.0,4.0,4.5,52.0,-22,-6.0,81.0,7.0,0,1,0,0
364,Civil,77,81,66,55,5,4,9,2,5,3,67.33333333333333,79.0,60.5,4.5,6.5,31.25,22,2.5,64.33333333333333,4.0,0,0,0,0
365,Nursing,64,56,72,85,1,3,0,10,6,11,71.0,60.0,78.5,2.0,1.5,44.25,-21,-8.0,60.0,8.5,0,1,0,0
366,Mechanical,86,91,63,55,10,4,10,1,3,5,69.66666666666667,88.5,59.0,7.0,7.0,30.0,31,6.0,64.66666666666667,4.0,1,0,0,1
367,Pharmacy,70,74,96,89,2,0,2,7,5,8,86.33333333333333,72.0,92.5,1.0,1.0,49.75,-19,-6.0,78.33333333333333,6.5,0,0,0,0
368,MBBS,74,81,95,96,3,3,0,10,8,8,90.66666666666667,77.5,95.5,3.0,1.5,52.75,-22,-7.0,82.66666666666667,8.0,0,1,1,0
369,MBBS,79,74,96,99,2,1,2,10,4,4,89.66666666666667,76.5,97.5,1.5,1.5,53.75,-20,-8.5,85.66666666666667,4.0,0,1,0,0
370,BBA,68,64,57,64,4,3,4,2,9,9,61.666666666666664,66.0,60.5,3.5,3.5,31.25,4,1.5,52.666666666666664,9.0,0,0,1,0
371,Pharmacy,67,82,95,86,2,2,1,6,12,6,87.66666666666667,74.5,90.5,2.0,1.5,48.25,-19,-4.0,81.66666666666667,9.0,0,0,0,0
372,Civil,85,74,58,61,4,6,8,4,7,6,64.33333333333333,79.5,59.5,5.0,7.0,31.75,24,1.0,58.33333333333333,6.5,0,0,0,0
373,Nursing,62,63,74,87,0,1,1,8,9,8,74.66666666666667,62.5,80.5,0.5,1.0,44.25,-25,-7.5,66.66666666666667,8.5,0,1,1,0
374,ECE,87,90,59,44,6,10,3,1,6,6,64.33333333333333,88.5,51.5,8.0,6.5,26.25,43,7.0,58.33333333333333,6.0,0,0,0,0
375,BBA,64,68,66,59,5,4,7,1,8,9,64.33333333333333,66.0,62.5,4.5,5.5,31.75,5,3.5,55.33333333333333,8.5,0,0,1,0
376,BCom,74,53,54,63,0,7,2,1,8,11,56.666666666666664,63.5,58.5,3.5,4.5,29.75,11,2.5,45.666666666666664,9.5,0,0,1,0
377,MBBS,72,86,94,95,2,1,2,10,5,9,91.66666666666667,79.0,94.5,1.5,1.5,52.25,-23,-8.5,82.66666666666667,7.0,0,1,0,0
378,BCom,72,59,66,62,2,1,0,3,5,7,62.333333333333336,65.5,64.0,1.5,0.5,33.5,10,-1.5,55.333333333333336,6.0,0,0,0,0
379,ECE,85,88,54,54,6,10,3,0,4,7,65.33333333333333,86.5,54.0,8.0,6.5,27.0,31,8.0,58.33333333333333,5.5,0,0,0,0
380,Civil,83,81,61,58,2,0,8,1,4,5,66.66666666666667,82.0,59.5,1.0,4.0,30.25,25,0.0,61.66666666666667,4.5,0,0,0,0
381,BCom,72,51,53,54,4,6,1,2,5,9,52.666666666666664,61.5,53.5,5.0,3.5,27.75,18,3.0,43.666666666666664,7.0,0,0,0,0
382,BA English,56,52,56,70,2,2,3,3,10,11,59.333333333333336,54.0,63.0,2.0,2.5,33.0,-14,-1.0,48.333333333333336,10.5,0,0,1,0
383,BA English,62,47,53,63,7,1,1,2,8,9,54.333333333333336,54.5,58.0,4.0,1.0,30.0,-1,2.0,45.333333333333336,8.5,0,0,1,0
384,Nursing,67,60,69,84,1,2,2,10,8,9,71.0,63.5,76.5,1.5,2.0,43.25,-17,-8.5,62.0,8.5,0,0,1,0
385,BBA,71,60,66,62,2,3,4,5,9,11,62.666666666666664,65.5,64.0,2.5,3.5,34.5,9,-2.5,51.666666666666664,10.0,0,0,1,0
386,ECE,88,94,54,41,6,10,3,1,5,8,63.0,91.0,47.5,8.0,6.5,24.25,47,7.0,55.0,6.5,0,0,0,0
387,BBA,67,59,67,63,1,0,3,1,9,9,63.0,63.0,65.0,0.5,1.5,33.0,4,-0.5,54.0,9.0,0,0,1,0
388,BBA,77,57,63,53,4,5,4,3,9,8,57.666666666666664,67.0,58.0,4.5,4.5,30.5,24,1.5,49.666666666666664,8.5,0,0,1,0
389,Civil,80,76,69,52,3,6,9,4,5,8,65.66666666666667,78.0,60.5,4.5,7.5,32.25,28,0.5,57.66666666666667,6.5,0,0,0,0
390,CSE,96,83,68,66,10,6,2,0,8,3,72.33333333333333,89.5,67.0,8.0,4.0,33.5,30,8.0,69.33333333333333,5.5,1,0,0,0
391,EEE,90,96,59,53,4,9,4,0,6,6,69.33333333333333,93.0,56.0,6.5,6.5,28.0,37,6.5,63.33333333333333,6.0,0,0,0,0
392,MBBS,74,85,95,100,2,6,0,10,10,7,93.33333333333333,79.5,97.5,4.0,3.0,53.75,-26,-6.0,86.33333333333333,8.5,0,1,0,0
393,BBA,62,61,59,54,4,6,3,4,9,8,58.0,61.5,56.5,5.0,4.5,30.25,8,1.0,50.0,8.5,0,0,1,0
394,Pharmacy,70,71,97,89,1,1,4,9,6,7,85.66666666666667,70.5,93.0,1.0,2.5,51.0,-19,-8.0,78.66666666666667,6.5,0,1,0,0
395,BBA,74,55,54,70,3,1,0,5,7,9,59.666666666666664,64.5,62.0,2.0,0.5,33.5,4,-3.0,50.666666666666664,8.0,0,0,1,0
396,EEE,92,93,61,55,6,9,4,1,6,6,69.66666666666667,92.5,58.0,7.5,6.5,29.5,37,6.5,63.66666666666667,6.0,0,0,0,0
397,BA English,65,53,64,70,4,4,0,2,9,10,62.333333333333336,59.0,67.0,4.0,2.0,34.5,-5,2.0,52.333333333333336,9.5,0,0,1,0
398,EEE,91,99,66,48,8,9,6,2,4,5,71.0,95.0,57.0,8.5,7.5,29.5,43,6.5,66.0,4.5,1,0,0,0
399,MBBS,81,77,98,98,2,0,0,10,7,6,91.0,79.0,98.0,1.0,0.0,54.0,-17,-9.0,85.0,6.5,0,1,0,0
400,BBA,64,61,62,68,7,6,0,5,9,9,63.666666666666664,62.5,65.0,6.5,3.0,35.0,-4,1.5,54.666666666666664,9.0,0,0,1,0
401,BA English,63,57,73,67,2,1,1,0,9,10,65.66666666666667,60.0,70.0,1.5,1.0,35.0,-4,1.5,55.66666666666667,9.5,0,0,1,0
402,Mechanical,75,98,72,61,6,10,10,3,7,5,77.0,86.5,66.5,8.0,10.0,34.75,14,5.0,72.0,6.0,0,0,0,1
403,Pharmacy,66,78,98,92,4,2,4,6,4,3,89.33333333333333,72.0,95.0,3.0,3.0,50.5,-26,-3.0,86.33333333333333,3.5,0,0,0,0
404,ECE,86,94,59,50,7,10,4,1,9,7,67.66666666666667,90.0,54.5,8.5,7.0,27.75,36,7.5,60.66666666666667,8.0,0,0,0,0
405,Mechanical,84,92,64,52,5,7,10,3,7,7,69.33333333333333,88.0,58.0,6.0,8.5,30.5,32,3.0,62.33333333333333,7.0,0,0,0,1
406,BBA,68,60,56,60,0,5,3,2,8,8,58.666666666666664,64.0,58.0,2.5,4.0,30.0,8,0.5,50.666666666666664,8.0,0,0,1,0
407,BCom,80,58,62,62,4,3,2,1,7,6,60.666666666666664,69.0,62.0,3.5,2.5,31.5,18,2.5,54.666666666666664,6.5,0,0,0,0
408,Pharmacy,67,74,97,88,1,4,1,7,7,11,86.33333333333333,70.5,92.5,2.5,2.5,49.75,-21,-4.5,75.33333333333333,9.0,0,0,1,0
409,MBBS,68,82,92,97,1,4,2,10,5,11,90.33333333333333,75.0,94.5,2.5,3.0,52.25,-29,-7.5,79.33333333333333,8.0,0,1,0,0
410,Mechanical,83,88,66,68,6,5,10,0,4,1,74.0,85.5,67.0,5.5,7.5,33.5,15,5.5,73.0,2.5,0,0,0,1
411,ECE,87,92,54,49,9,10,5,1,6,4,65.0,89.5,51.5,9.5,7.5,26.25,38,8.5,61.0,5.0,1,0,0,0
412,MBBS,69,75,98,100,2,0,1,10,9,7,91.0,72.0,99.0,1.0,0.5,54.5,-31,-9.0,84.0,8.0,0,1,0,0
413,BCom,74,56,50,51,6,3,2,0,4,9,52.333333333333336,65.0,50.5,4.5,2.5,25.25,23,4.5,43.333333333333336,6.5,0,0,0,0
414,ECE,88,93,62,53,8,10,4,1,6,7,69.33333333333333,90.5,57.5,9.0,7.0,29.25,35,8.0,62.33333333333333,6.5,1,0,0,0
415,MBBS,71,78,95,100,2,1,1,10,8,9,91.0,74.5,97.5,1.5,1.0,53.75,-29,-8.5,82.0,8.5,0,1,1,0
416,BBA,62,60,66,57,1,4,2,4,6,8,61.0,61.0,61.5,2.5,3.0,32.75,5,-1.5,53.0,7.0,0,0,0,0
417,BCom,84,54,56,58,2,6,0,1,9,7,56.0,69.0,57.0,4.0,3.0,29.0,26,3.0,49.0,8.0,0,0,0,0
418,CSE,94,83,72,56,10,3,2,2,6,7,70.33333333333333,88.5,64.0,6.5,2.5,33.0,38,4.5,63.33333333333333,6.5,1,0,0,0
419,BA English,57,58,56,66,1,1,1,7,9,11,60.0,57.5,61.0,1.0,1.0,34.0,-9,-6.0,49.0,10.0,0,0,1,0
420,Civil,78,80,60,60,1,1,4,3,5,3,66.66666666666667,79.0,60.0,1.0,2.5,31.5,18,-2.0,63.66666666666667,4.0,0,0,0,0
421,BCom,76,63,62,60,4,7,2,1,10,7,61.666666666666664,69.5,61.0,5.5,4.5,31.0,16,4.5,54.666666666666664,8.5,0,0,0,0
422,MBBS,75,81,95,100,2,0,3,10,6,5,92.0,78.0,97.5,1.0,1.5,53.75,-25,-9.0,87.0,5.5,0,1,0,0
423,EEE,86,90,57,53,3,10,5,0,7,7,66.66666666666667,88.0,55.0,6.5,7.5,27.5,33,6.5,59.66666666666667,7.0,0,0,0,0
424,CSE,94,86,69,57,10,7,4,1,6,7,70.66666666666667,90.0,63.0,8.5,5.5,32.0,37,7.5,63.66666666666667,6.5,1,0,0,0
425,BA English,47,48,62,55,2,2,0,2,9,10,55.0,47.5,58.5,2.0,1.0,30.25,-8,0.0,45.0,9.5,0,0,1,0
426,Pharmacy,63,74,94,90,3,0,1,7,5,8,86.0,68.5,92.0,1.5,0.5,49.5,-27,-5.5,78.0,6.5,0,0,0,0
427,BCom,80,66,54,59,4,7,3,2,8,9,59.666666666666664,73.0,56.5,5.5,5.0,29.25,21,3.5,50.666666666666664,8.5,0,0,1,0
428,Mechanical,90,98,65,63,3,7,10,1,5,5,75.33333333333333,94.0,64.0,5.0,8.5,32.5,27,4.0,70.33333333333333,5.0,0,0,0,1
429,BCom,81,59,59,58,7,3,2,3,7,10,58.666666666666664,70.0,58.5,5.0,2.5,30.75,23,2.0,48.666666666666664,8.5,0,0,1,0
430,BCom,78,63,58,58,4,5,3,1,7,6,59.666666666666664,70.5,58.0,4.5,4.0,29.5,20,3.5,53.666666666666664,6.5,0,0,0,0
431,BCom,81,59,56,64,1,4,2,2,7,8,59.666666666666664,70.0,60.0,2.5,3.0,31.0,17,0.5,51.666666666666664,7.5,0,0,1,0
432,EEE,88,98,69,56,4,9,2,2,7,1,74.33333333333333,93.0,62.5,6.5,5.5,32.25,32,4.5,73.33333333333333,4.0,0,0,0,0
433,Civil,78,75,63,55,6,0,6,3,6,9,64.33333333333333,76.5,59.0,3.0,3.0,31.0,23,0.0,55.33333333333333,7.5,0,0,0,0
434,Nursing,62,56,73,89,2,3,0,8,10,10,72.66666666666667,59.0,81.0,2.5,1.5,44.5,-27,-5.5,62.66666666666667,10.0,0,1,1,0
435,Nursing,69,59,73,88,0,2,0,9,9,8,73.33333333333333,64.0,80.5,1.0,1.0,44.75,-19,-8.0,65.33333333333333,8.5,0,1,1,0
436,Civil,77,68,58,48,3,2,3,2,7,7,58.0,72.5,53.0,2.5,2.5,27.5,29,0.5,51.0,7.0,0,0,0,0
437,BBA,65,67,56,75,7,2,3,5,10,9,66.0,66.0,65.5,4.5,2.5,35.25,-10,-0.5,57.0,9.5,0,0,1,0
438,BCom,74,47,58,62,3,3,3,3,4,8,55.666666666666664,60.5,60.0,3.0,3.0,31.5,12,0.0,47.666666666666664,6.0,0,0,0,0
439,BBA,71,55,55,60,5,0,5,2,5,10,56.666666666666664,63.0,57.5,2.5,2.5,29.75,11,0.5,46.666666666666664,7.5,0,0,0,0
440,BCom,74,67,64,57,4,3,2,2,9,11,62.666666666666664,70.5,60.5,3.5,2.5,31.25,17,1.5,51.666666666666664,10.0,0,0,1,0
441,BA English,60,59,58,66,1,3,0,2,9,9,61.0,59.5,62.0,2.0,1.5,32.0,-6,0.0,52.0,9.0,0,0,1,0
442,BA English,55,52,56,53,3,3,2,1,8,9,53.666666666666664,53.5,54.5,3.0,2.5,27.75,2,2.0,44.666666666666664,8.5,0,0,1,0
443,Nursing,70,59,72,90,1,3,0,9,6,8,73.66666666666667,64.5,81.0,2.0,1.5,45.0,-20,-7.0,65.66666666666667,7.0,0,1,0,0
444,Civil,78,82,71,60,0,5,2,3,5,7,71.0,80.0,65.5,2.5,3.5,34.25,18,-0.5,64.0,6.0,0,0,0,0
445,Mechanical,87,91,71,66,3,7,10,1,3,4,76.0,89.0,68.5,5.0,8.5,34.75,21,4.0,72.0,3.5,0,0,0,1
446,Mechanical,84,89,70,61,4,2,10,0,3,6,73.33333333333333,86.5,65.5,3.0,6.0,32.75,23,3.0,67.33333333333333,4.5,0,0,0,1
447,BA English,51,64,57,63,4,3,3,0,10,10,61.333333333333336,57.5,60.0,3.5,3.0,30.0,-12,3.5,51.333333333333336,10.0,0,0,1,0
448,MBBS,75,80,100,95,0,4,1,10,8,11,91.66666666666667,77.5,97.5,2.0,2.5,53.75,-20,-8.0,80.66666666666667,9.5,0,1,1,0
449,Mechanical,84,90,69,65,5,5,10,2,9,5,74.66666666666667,87.0,67.0,5.0,7.5,34.5,19,3.0,69.66666666666667,7.0,0,0,0,1
450,MBBS,77,80,97,100,3,4,1,10,8,11,92.33333333333333,78.5,98.5,3.5,2.5,54.25,-23,-6.5,81.33333333333333,9.5,0,1,1,0
451,BA English,53,58,52,66,2,3,1,5,8,10,58.666666666666664,55.5,59.0,2.5,2.0,32.0,-13,-2.5,48.666666666666664,9.0,0,0,1,0
452,MBBS,74,82,96,100,0,3,0,10,4,9,92.66666666666667,78.0,98.0,1.5,1.5,54.0,-26,-8.5,83.66666666666667,6.5,0,1,0,0
453,MBBS,73,85,96,96,2,5,3,10,9,7,92.33333333333333,79.0,96.0,3.5,4.0,53.0,-23,-6.5,85.33333333333333,8.0,0,1,0,0
454,Pharmacy,68,75,97,93,3,3,1,6,7,8,88.33333333333333,71.5,95.0,3.0,2.0,50.5,-25,-3.0,80.33333333333333,7.5,0,0,1,0
455,EEE,89,92,66,55,3,10,7,1,6,6,71.0,90.5,60.5,6.5,8.5,30.75,34,5.5,65.0,6.0,0,0,0,1
456,ECE,86,88,59,49,10,10,1,0,8,9,65.33333333333333,87.0,54.0,10.0,5.5,27.0,37,10.0,56.33333333333333,8.5,1,0,1,0
457,Pharmacy,67,73,100,90,2,3,1,10,5,5,87.66666666666667,70.0,95.0,2.5,2.0,52.5,-23,-7.5,82.66666666666667,5.0,0,1,0,0
458,EEE,87,97,67,55,6,8,3,2,8,5,73.0,92.0,61.0,7.0,5.5,31.5,32,5.0,68.0,6.5,0,0,0,0
459,BCom,74,62,48,58,4,3,2,1,6,7,56.0,68.0,53.0,3.5,2.5,27.0,16,2.5,49.0,6.5,0,0,0,0
460,Mechanical,82,88,70,58,5,4,10,3,8,5,72.0,85.0,64.0,4.5,7.0,33.5,24,1.5,67.0,6.5,0,0,0,1
461,Civil,79,79,69,55,3,3,5,1,2,5,67.66666666666667,79.0,62.0,3.0,4.0,31.5,24,2.0,62.66666666666667,3.5,0,0,0,0
462,Nursing,58,62,71,88,0,1,0,9,4,8,73.66666666666667,60.0,79.5,0.5,0.5,44.25,-30,-8.5,65.66666666666667,6.0,0,1,0,0
463,BA English,57,51,68,58,0,1,0,4,9,9,59.0,54.0,63.0,0.5,0.5,33.5,-1,-3.5,50.0,9.0,0,0,1,0
464,Nursing,62,51,76,87,0,0,1,10,8,9,71.33333333333333,56.5,81.5,0.0,0.5,45.75,-25,-10.0,62.33333333333333,8.5,0,1,1,0
465,Pharmacy,75,74,92,91,3,5,1,8,5,5,85.66666666666667,74.5,91.5,4.0,3.0,49.75,-16,-4.0,80.66666666666667,5.0,0,1,0,0
466,BCom,76,57,58,50,4,4,3,2,4,7,55.0,66.5,54.0,4.0,3.5,28.0,26,2.0,48.0,5.5,0,0,0,0
467,BBA,75,59,58,58,6,5,4,5,4,9,58.333333333333336,67.0,58.0,5.5,4.5,31.5,17,0.5,49.333333333333336,6.5,0,0,0,0
468,CSE,96,79,73,64,10,5,2,1,7,9,72.0,87.5,68.5,7.5,3.5,34.75,32,6.5,63.0,8.0,1,0,1,0
469,Nursing,66,54,70,93,2,2,1,9,8,8,72.33333333333333,60.0,81.5,2.0,1.5,45.25,-27,-7.0,64.33333333333333,8.0,0,1,1,0
470,BA English,56,55,66,67,1,3,1,5,12,9,62.666666666666664,55.5,66.5,2.0,2.0,35.75,-11,-3.0,53.666666666666664,10.5,0,0,1,0
471,EEE,91,97,64,49,5,9,5,0,6,9,70.0,94.0,56.5,7.0,7.0,28.25,42,7.0,61.0,7.5,0,0,0,0
472,BA English,59,58,64,73,5,2,0,3,9,10,65.0,58.5,68.5,3.5,1.0,35.75,-14,0.5,55.0,9.5,0,0,1,0
473,BA English,45,62,62,69,2,0,2,3,9,10,64.33333333333333,53.5,65.5,1.0,1.0,34.25,-24,-2.0,54.33333333333333,9.5,0,0,1,0
474,ECE,85,97,62,54,6,10,2,2,6,6,71.0,91.0,58.0,8.0,6.0,30.0,31,6.0,65.0,6.0,0,0,0,0
475,ECE,86,93,52,48,7,10,2,0,7,5,64.33333333333333,89.5,50.0,8.5,6.0,25.0,38,8.5,59.33333333333333,6.0,0,0,0,0
476,BA English,65,49,60,66,2,3,2,3,9,10,58.333333333333336,57.0,63.0,2.5,2.5,33.0,-1,-0.5,48.333333333333336,9.5,0,0,1,0
477,EEE,96,99,70,47,5,8,4,0,8,4,72.0,97.5,58.5,6.5,6.0,29.25,49,6.5,68.0,6.0,0,0,0,0
478,CSE,98,80,68,62,10,4,3,1,7,4,70.0,89.0,65.0,7.0,3.5,33.0,36,6.0,66.0,5.5,1,0,0,0
479,Nursing,65,57,73,88,1,2,1,10,10,9,72.66666666666667,61.0,80.5,1.5,1.5,45.25,-23,-8.5,63.66666666666667,9.5,0,1,1,0
480,BBA,67,58,48,59,6,5,2,3,7,9,55.0,62.5,53.5,5.5,3.5,28.25,8,2.5,46.0,8.0,0,0,1,0
481,Pharmacy,71,73,96,93,1,2,2,10,4,11,87.33333333333333,72.0,94.5,1.5,2.0,52.25,-22,-8.5,76.33333333333333,7.5,0,1,0,0
482,Civil,79,77,71,61,3,5,7,2,8,6,69.66666666666667,78.0,66.0,4.0,6.0,34.0,18,2.0,63.66666666666667,7.0,0,0,0,0
483,BA English,63,56,67,59,4,1,1,4,9,10,60.666666666666664,59.5,63.0,2.5,1.0,33.5,4,-1.5,50.666666666666664,9.5,0,0,1,0
484,BCom,80,52,46,51,0,8,2,1,8,8,49.666666666666664,66.0,48.5,4.0,5.0,24.75,29,3.0,41.666666666666664,8.0,0,0,1,0
485,Nursing,63,71,73,91,1,2,2,8,6,11,78.33333333333333,67.0,82.0,1.5,2.0,45.0,-28,-6.5,67.33333333333333,8.5,0,1,0,0
486,ECE,84,94,64,48,6,10,3,1,10,5,68.66666666666667,89.0,56.0,8.0,6.5,28.5,36,7.0,63.66666666666667,7.5,0,0,0,0
487,CSE,96,87,73,57,10,8,3,0,7,6,72.33333333333333,91.5,65.0,9.0,5.5,32.5,39,9.0,66.33333333333333,6.5,1,0,0,0
488,BBA,68,63,63,66,6,5,1,8,5,10,64.0,65.5,64.5,5.5,3.0,36.25,2,-2.5,54.0,7.5,0,0,0,0
489,Mechanical,82,96,70,53,7,5,10,3,8,4,73.0,89.0,61.5,6.0,7.5,32.25,29,3.0,69.0,6.0,0,0,0,1
490,Civil,83,71,69,54,4,5,9,3,9,9,64.66666666666667,77.0,61.5,4.5,7.0,32.25,29,1.5,55.66666666666667,9.0,0,0,1,0
491,ECE,88,91,60,55,5,10,6,2,6,7,68.66666666666667,89.5,57.5,7.5,8.0,29.75,33,5.5,61.66666666666667,6.5,0,0,0,0
492,Pharmacy,70,74,97,86,2,4,2,10,8,7,85.66666666666667,72.0,91.5,3.0,3.0,50.75,-16,-7.0,78.66666666666667,7.5,0,1,0,0
493,BCom,70,54,62,68,6,1,3,1,6,7,61.333333333333336,62.0,65.0,3.5,2.0,33.0,2,2.5,54.333333333333336,6.5,0,0,0,0
494,BA English,67,48,65,57,4,4,1,2,10,9,56.666666666666664,57.5,61.0,4.0,2.5,31.5,10,2.0,47.666666666666664,9.5,0,0,1,0
495,BBA,75,69,56,58,2,0,4,3,8,8,61.0,72.0,57.0,1.0,2.0,30.0,17,-2.0,53.0,8.0,0,0,1,0
496,CSE,97,82,60,57,10,7,2,1,4,2,66.33333333333333,89.5,58.5,8.5,4.5,29.75,40,7.5,64.33333333333333,3.0,1,0,0,0
497,EEE,85,99,60,54,2,8,8,1,9,5,71.0,92.0,57.0,5.0,8.0,29.0,31,4.0,66.0,7.0,0,0,0,1
498,Nursing,60,62,79,90,2,2,1,8,7,9,77.0,61.0,84.5,2.0,1.5,46.25,-30,-6.0,68.0,8.0,0,1,1,0
499,ECE,86,95,56,51,9,10,3,1,8,5,67.33333333333333,90.5,53.5,9.5,6.5,27.25,35,8.5,62.33333333333333,6.5,1,0,0,0
500,BBA,68,60,55,58,4,4,7,4,9,10,57.666666666666664,64.0,56.5,4.0,5.5,30.25,10,0.0,47.666666666666664,9.5,0,0,1,0
501,EEE,96,90,67,56,3,9,4,1,9,6,71.0,93.0,61.5,6.0,6.5,31.25,40,5.0,65.0,7.5,0,0,0,0
502,BBA,74,58,57,56,4,3,5,2,6,11,57.0,66.0,56.5,3.5,4.0,29.25,18,1.5,46.0,8.5,0,0,0,0
503,Civil,79,84,68,57,1,4,4,1,5,5,69.66666666666667,81.5,62.5,2.5,4.0,31.75,22,1.5,64.66666666666667,5.0,0,0,0,0
504,BBA,71,62,63,62,4,3,4,7,10,10,62.333333333333336,66.5,62.5,3.5,3.5,34.75,9,-3.5,52.333333333333336,10.0,0,0,1,0
505,CSE,94,89,69,59,10,6,3,1,7,5,72.33333333333333,91.5,64.0,8.0,4.5,32.5,35,7.0,67.33333333333333,6.0,1,0,0,0
506,BCom,73,68,52,53,2,4,3,2,6,8,57.666666666666664,70.5,52.5,3.0,3.5,27.25,20,1.0,49.666666666666664,7.0,0,0,0,0
507,ECE,89,89,57,55,5,10,2,2,5,6,67.0,89.0,56.0,7.5,6.0,29.0,34,5.5,61.0,5.5,0,0,0,0
508,EEE,92,97,63,50,7,8,3,0,8,7,70.0,94.5,56.5,7.5,5.5,28.25,42,7.5,63.0,7.5,0,0,0,0
509,Civil,85,77,54,48,3,1,5,2,9,5,59.666666666666664,81.0,51.0,2.0,3.0,26.5,37,0.0,54.666666666666664,7.0,0,0,0,0
510,Nursing,62,53,70,84,2,0,1,9,7,10,69.0,57.5,77.0,1.0,0.5,43.0,-22,-8.0,59.0,8.5,0,0,1,0
511,ECE,88,92,61,51,7,10,1,0,6,2,68.0,90.0,56.0,8.5,5.5,28.0,37,8.5,66.0,4.0,0,0,0,0
512,Pharmacy,70,76,95,91,1,6,2,7,4,8,87.33333333333333,73.0,93.0,3.5,4.0,50.0,-21,-3.5,79.33333333333333,6.0,0,0,0,0
513,BBA,71,57,57,53,2,8,1,1,9,9,55.666666666666664,64.0,55.0,5.0,4.5,28.0,18,4.0,46.666666666666664,9.0,0,0,1,0
514,EEE,89,95,58,57,6,10,3,1,6,6,70.0,92.0,57.5,8.0,6.5,29.25,32,7.0,64.0,6.0,0,0,0,0
515,MBBS,82,82,92,98,1,4,0,10,5,8,90.66666666666667,82.0,95.0,2.5,2.0,52.5,-16,-7.5,82.66666666666667,6.5,0,1,0,0
516,MBBS,72,82,93,98,3,2,0,10,9,9,91.0,77.0,95.5,2.5,1.0,52.75,-26,-7.5,82.0,9.0,0,1,1,0
517,Pharmacy,71,71,94,89,1,2,1,4,8,4,84.66666666666667,71.0,91.5,1.5,1.5,47.75,-18,-2.5,80.66666666666667,6.0,0,0,0,0
518,EEE,88,94,70,49,4,9,7,1,3,4,71.0,91.0,59.5,6.5,8.0,30.25,39,5.5,67.0,3.5,0,0,0,1
519,CSE,99,83,64,55,10,7,2,1,4,4,67.33333333333333,91.0,59.5,8.5,4.5,30.25,44,7.5,63.33333333333333,4.0,1,0,0,0
520,EEE,88,93,70,52,7,8,3,2,3,4,71.66666666666667,90.5,61.0,7.5,5.5,31.5,36,5.5,67.66666666666667,3.5,0,0,0,0
521,CSE,91,81,60,51,10,6,4,0,8,5,64.0,86.0,55.5,8.0,5.0,27.75,40,8.0,59.0,6.5,1,0,0,0
522,CSE,95,81,57,56,10,3,1,0,9,7,64.66666666666667,88.0,56.5,6.5,2.0,28.25,39,6.5,57.66666666666667,8.0,1,0,0,0
523,Mechanical,84,88,76,57,2,6,10,1,4,4,73.66666666666667,86.0,66.5,4.0,8.0,33.75,27,3.0,69.66666666666667,4.0,0,0,0,1
524,ECE,88,91,56,47,7,10,6,0,9,4,64.66666666666667,89.5,51.5,8.5,8.0,25.75,41,8.5,60.66666666666667,6.5,0,0,0,0
